host_super,room_score,room_guest_num,room_lag,host_id,room_bedroom_num,room_bathroom_num,host_info,room_value_rating,room_bed_num,host_member_since,host_response_rate,room_hosting_id,room_saved_to_wishlist_count,room_location,room_lng,room_price,room_amenity_num,host_response_time,room_title,host_name,room_home_tier,room_url,room_communication,room_guest_satisfaction_overall
True,5,6.0,30.63924386113133,23566741,3.0,2.0,"我叫May,旅游及瑜伽爱好者,每天打理自己的生意,照顾小孩和练瑜伽。自从开始做bnb,觉得好玩又新奇,认识五湖四海朋友的感觉真奇妙,随时联系我问询成都逛吃逛吃的生活吧,乐意认识你们!
My name is May。I love music, travel and Yoga. Chengdu is a wonderful place having lots of interests: Panda House, Width Alley etc.  I am the lucky person to be born here and enjoy the daily life of taking care of family business and my child. It is excellent to meet friends over the world, so don't hesitate to contact me for travel tips in Chengdu! You will experience the authentic Chengdu life from here!",10,3.0,November 2014,100%,20125438,375,10,104.09372348638468,65,32,within an hour,【Fusion#4】悦融居三室无敌河景豪宅特价钜惠九眼桥|廊桥|兰桂坊|春熙路,May,1,https://www.airbnb.com/rooms/20125438?location=Chengdu%2C+Sichuan%2C+China,10,96
True,5,3.0,30.67007720380132,35700750,1.0,1.0,"热爱旅行、家装、手工、烹饪、电影。希望通过自己的喜好,为您提供别致的住所,留下难忘的回忆。欢迎互相交流~",10,2.0,June 2015,100%,16198466,4349,10,104.04649399617095,38,15,within an hour,【木先森】宽窄巷子/双地铁/人民公园/锦里 微博:木先森成都民宿,Ying,1,https://www.airbnb.com/rooms/16198466?location=Chengdu%2C+Sichuan%2C+China,10,99
False,5,2.0,30.653386977584862,147005208,1.0,1.0,到处走走,10,1.0,August 2017,,20632760,232,10,104.07196958545302,26,22,,【温馨浪漫小窝】屋外花园/春熙路/天府广场/盐市口/双地铁太古里/武侯祠/锦里/宽窄巷子/熊猫基地,周,1,https://www.airbnb.com/rooms/20632760?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,3.0,30.67007720380132,35700750,1.0,1.0,"热爱旅行、家装、手工、烹饪、电影。希望通过自己的喜好,为您提供别致的住所,留下难忘的回忆。欢迎互相交流~",10,2.0,June 2015,100%,16198466,4349,10,104.04649399617095,38,15,within an hour,【木先森】宽窄巷子/双地铁/人民公园/锦里 微博:木先森成都民宿,Ying,1,https://www.airbnb.com/rooms/16198466?location=Chengdu%2C+Sichuan%2C+China,10,99
True,5,4.0,30.614626292805834,33649029,1.0,1.0,"阴差阳错进入了旅游行业,从传统旅游到智慧旅游,一晃也10年了。做为一个四川土著,深深的了解我的家乡,作为一个从业者,我更懂得游客的需求。现在当了妈,深知带娃出门不易。希望我的家能给带小朋友出门的家庭提供更方便的服务。",10,2.0,May 2015,100%,20355479,596,10,104.0714746484972,31,20,within an hour,「骨折价」【归巢·悠然假期】桐梓林/春熙路/机场/省体育馆/小酒馆/地铁口阳光小院,Maple,1,https://www.airbnb.com/rooms/20355479?location=Chengdu%2C+Sichuan%2C+China,10,98
True,5,6.0,30.63924386113133,23566741,3.0,2.0,"我叫May,旅游及瑜伽爱好者,每天打理自己的生意,照顾小孩和练瑜伽。自从开始做bnb,觉得好玩又新奇,认识五湖四海朋友的感觉真奇妙,随时联系我问询成都逛吃逛吃的生活吧,乐意认识你们!
My name is May。I love music, travel and Yoga. Chengdu is a wonderful place having lots of interests: Panda House, Width Alley etc.  I am the lucky person to be born here and enjoy the daily life of taking care of family business and my child. It is excellent to meet friends over the world, so don't hesitate to contact me for travel tips in Chengdu! You will experience the authentic Chengdu life from here!",10,3.0,November 2014,100%,20125438,375,10,104.09372348638468,65,32,within an hour,【Fusion#4】悦融居三室无敌河景豪宅特价钜惠九眼桥|廊桥|兰桂坊|春熙路,May,1,https://www.airbnb.com/rooms/20125438?location=Chengdu%2C+Sichuan%2C+China,10,96
False,5,2.0,30.653386977584862,147005208,1.0,1.0,到处走走,10,1.0,August 2017,,20632760,232,10,104.07196958545302,26,22,,【温馨浪漫小窝】屋外花园/春熙路/天府广场/盐市口/双地铁太古里/武侯祠/锦里/宽窄巷子/熊猫基地,周,1,https://www.airbnb.com/rooms/20632760?location=Chengdu%2C+Sichuan%2C+China,10,100
False,,3.0,30.68274965606815,146244197,1.0,1.0,"一名金融从业者,酷爱旅行和运动。我的好友ShunYi经营着N+Coffee”和一家CrossFit健身馆“CrossFit N Plus”。
N+集聚了一群有情怀,懂生活的青年人
17年初我们在聊及关于民宿的想法上一拍即合
于是N+民宿诞生了",10,1.0,August 2017,100%,22392703,187,10,104.04515539407188,32,22,within an hour,[N+民宿] 131 近宽窄巷子/春熙路/太古里/一环核心区/超棒新房,Arnold,1,https://www.airbnb.com/rooms/22392703?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,4.0,30.648015211503402,73718517,2.0,1.0,,10,2.0,May 2016,,22596419,187,10,104.09054476706858,44,15,,【海之影】❤️ 新房特惠/地铁2#东门大桥站河景两居/太古里背后/春熙路/IFS/市中心,小双,1,https://www.airbnb.com/rooms/22596419?location=Chengdu%2C+Sichuan%2C+China,10,96
False,5,9.0,30.653458387830714,66672296,4.0,2.0,一个热爱旅行的摄影爱好者.,10,6.0,April 2016,100%,21818642,403,10,104.0478403540489,128,24,within an hour,【宿一宿SuYiXiu】近宽窄巷子锦里武侯祠/古朴禅意loft/接机,Aaron,1,https://www.airbnb.com/rooms/21818642?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,4.0,30.6472692311947,149464291,1.0,1.0,"民宿不是酒店,是把我的家分享给你。还没有见面的你,带着一颗在成都有我这个朋友的心情过来吧。我出差去到你的城市,有时间就小聚一下吧。",10,1.0,September 2017,100%,21518572,107,10,104.05598982855163,32,25,within an hour,"【河边独立套房】近武侯祠、锦里、华西医院,太古里车程十分钟",升全,1,https://www.airbnb.com/rooms/21518572?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,2.0,30.654870422778572,158905964,1.0,1.0,"主修建筑学辅修金融,最爱的长篇小说是源泉,所以我的名字来源于女主Dominica。被誉为海上建筑师的男主Roark为女主设计了一座靠海的房子,我为你们也精心设计了遍布成都大街小巷的优选民宿。希望大家都能在入住后感受到“一生一世一双人,半醉半醒半浮生”的成都生活~",10,1.0,November 2017,100%,22413592,114,10,104.05167697317782,31,14,within an hour,【萤火之森】❤新房特惠/地铁2#人民公园站一居/宽窄巷子/奎星楼美食街/锦里/武侯祠,Dominica,1,https://www.airbnb.com/rooms/22413592?location=Chengdu%2C+Sichuan%2C+China,10,97
False,5,8.0,30.646786327826835,115248488,3.0,2.0,"喜欢摄影,时尚,看演出话剧。",10,4.0,February 2017,100%,22384619,232,10,104.08057562476885,80,15,within an hour,超大三房/春熙路/太古里IFS/锦里/武侯祠/宽窄巷子/九眼桥,Johanna,1,https://www.airbnb.com/rooms/22384619?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,10.0,30.647600328901948,108334306,3.0,2.0,"地地道道的成都人。00年去重庆大学读过四年书,05年去澳大利亚悉尼读书和生活了七年半,13年回国在杭州享受了1年多的西湖美景和美女,14年在自己开的小店里欣赏了2年的大理的风花雪月,16年最后还是安定到生我养我的天府之国。爱生活,爱旅行,爱运动,爱交友,爱一切美好的事物。真心希望可以和远道而来的你交朋友。",10,4.0,December 2016,100%,18608124,979,10,104.07897370402986,80,23,within an hour,120平超宽敞年轻时尚装修公寓 步行春熙路.太古里.九眼桥.宽窄巷子,Randy,1,https://www.airbnb.com/rooms/18608124?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,6.0,30.654835250678108,156854488,3.0,2.0,,10,3.0,October 2017,,22218301,374,10,104.08486623503734,210,32,,【俯瞰全景太古里】春熙路&amp;太古里&amp;大慈寺&amp;ifs正上方/140平品质低奢三房,佳英,1,https://www.airbnb.com/rooms/22218301?location=Chengdu%2C+Sichuan%2C+China,10,98
True,5,4.0,30.65242545300009,133186883,1.0,1.0,"hi,我是可儿,很高兴大家的光临:)我的房子一共有4套,分别是:「美少女Q家」、「果教授的气球房」、「橙妈妈家」、「Love波波池」。
如果您喜欢我们这个大家庭并且来到我的家,我们给您准备了一份“颜值超高”的【神秘大礼物】哦~ 还有哦别担心,住在家里的您我会送上我自己手写的【必玩必吃必去】~【旅游宝典】~送给大家 “成都带不走的只有你……(^^)” 最后如果您入住的时间刚好是您或者您朋友的生日或者纪念日等,我们可提供精心准备的【party房间布置】是免费的哦~ (只需要您提前好时间以便我们做好准备哦)

",10,1.0,June 2017,100%,19757394,654,10,104.08612725460426,24,68,within an hour,「ins橙妈妈家」成都春熙路/九眼桥/熊猫基地/青城山/楼下吃小龙坎火锅#星空套房#新年吉祥¥156,可儿,1,https://www.airbnb.com/rooms/19757394?location=Chengdu%2C+Sichuan%2C+China,10,97
False,5,6.0,30.65569608174537,135804146,3.0,2.0,,10,3.0,June 2017,100%,22296520,118,10,104.08672761761265,68,43,within an hour,【太古里之邻】大慈寺/太古里/IFS/春熙路/天府广场/双地铁口/150平超大奢华套三,丽梅,1,https://www.airbnb.com/rooms/22296520?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,10.0,30.64992175730287,111449567,4.0,2.0,我挺没什么追求的。,9,5.0,January 2017,100%,20508496,621,10,104.08588881198706,58,55,within an hour,"春熙路168m²江景影院四卧套房,紧邻地铁,市中心太古里。#发票",小哲,1,https://www.airbnb.com/rooms/20508496?location=Chengdu%2C+Sichuan%2C+China,10,95
True,5,2.0,30.65413766295678,83871898,1.0,1.0,,10,1.0,July 2016,100%,14022664,6814,10,104.08584316795434,76,21,within an hour,"藝净- 复古花,太古里旁高层花园电影套房",藝,1,https://www.airbnb.com/rooms/14022664?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,2.0,30.64841373017639,59168243,2.0,1.0,爱装修、爱分享、爱旅行!,10,1.0,February 2016,100%,22573709,109,9,104.08393030241045,86,26,within an hour,[云曦-逸]太古里/地暖/投影/天际/景观/轻奢套二,Jane,1,https://www.airbnb.com/rooms/22573709?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,9.0,30.653458387830714,66672296,4.0,2.0,一个热爱旅行的摄影爱好者.,10,6.0,April 2016,100%,21818642,403,10,104.0478403540489,128,24,within an hour,【宿一宿SuYiXiu】近宽窄巷子锦里武侯祠/古朴禅意loft/接机,Aaron,1,https://www.airbnb.com/rooms/21818642?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,2.0,30.654870422778572,158905964,1.0,1.0,"主修建筑学辅修金融,最爱的长篇小说是源泉,所以我的名字来源于女主Dominica。被誉为海上建筑师的男主Roark为女主设计了一座靠海的房子,我为你们也精心设计了遍布成都大街小巷的优选民宿。希望大家都能在入住后感受到“一生一世一双人,半醉半醒半浮生”的成都生活~",10,1.0,November 2017,100%,22413592,114,10,104.05167697317782,31,14,within an hour,【萤火之森】❤新房特惠/地铁2#人民公园站一居/宽窄巷子/奎星楼美食街/锦里/武侯祠,Dominica,1,https://www.airbnb.com/rooms/22413592?location=Chengdu%2C+Sichuan%2C+China,10,97
False,5,6.0,30.650277896097975,158905964,3.0,1.0,"主修建筑学辅修金融,最爱的长篇小说是源泉,所以我的名字来源于女主Dominica。被誉为海上建筑师的男主Roark为女主设计了一座靠海的房子,我为你们也精心设计了遍布成都大街小巷的优选民宿。希望大家都能在入住后感受到“一生一世一双人,半醉半醒半浮生”的成都生活~",10,3.0,November 2017,100%,22606084,168,10,104.08602112209702,65,14,within an hour,【邂逅coco小姐】地铁2#东门大桥高奢跃层巨幕投影三居/太古里临博舍酒店/春熙路/天府广场/ifs,Dominica,1,https://www.airbnb.com/rooms/22606084?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,4.0,30.6472692311947,149464291,1.0,1.0,"民宿不是酒店,是把我的家分享给你。还没有见面的你,带着一颗在成都有我这个朋友的心情过来吧。我出差去到你的城市,有时间就小聚一下吧。",10,1.0,September 2017,100%,21518572,107,10,104.05598982855163,32,25,within an hour,"【河边独立套房】近武侯祠、锦里、华西医院,太古里车程十分钟",升全,1,https://www.airbnb.com/rooms/21518572?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,4.0,30.614626292805834,33649029,1.0,1.0,"阴差阳错进入了旅游行业,从传统旅游到智慧旅游,一晃也10年了。做为一个四川土著,深深的了解我的家乡,作为一个从业者,我更懂得游客的需求。现在当了妈,深知带娃出门不易。希望我的家能给带小朋友出门的家庭提供更方便的服务。",10,2.0,May 2015,100%,20355479,596,10,104.0714746484972,31,20,within an hour,「骨折价」【归巢·悠然假期】桐梓林/春熙路/机场/省体育馆/小酒馆/地铁口阳光小院,Maple,1,https://www.airbnb.com/rooms/20355479?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,8.0,30.646786327826835,115248488,3.0,2.0,"喜欢摄影,时尚,看演出话剧。",10,4.0,February 2017,100%,22384619,232,10,104.08057562476885,80,15,within an hour,超大三房/春熙路/太古里IFS/锦里/武侯祠/宽窄巷子/九眼桥,Johanna,1,https://www.airbnb.com/rooms/22384619?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,10.0,30.647600328901948,108334306,3.0,2.0,"地地道道的成都人。00年去重庆大学读过四年书,05年去澳大利亚悉尼读书和生活了七年半,13年回国在杭州享受了1年多的西湖美景和美女,14年在自己开的小店里欣赏了2年的大理的风花雪月,16年最后还是安定到生我养我的天府之国。爱生活,爱旅行,爱运动,爱交友,爱一切美好的事物。真心希望可以和远道而来的你交朋友。",10,4.0,December 2016,100%,18608124,979,10,104.07897370402986,80,23,within an hour,120平超宽敞年轻时尚装修公寓 步行春熙路.太古里.九眼桥.宽窄巷子,Randy,1,https://www.airbnb.com/rooms/18608124?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,6.0,30.654835250678108,156854488,3.0,2.0,,10,3.0,October 2017,,22218301,374,10,104.08486623503734,210,32,,【俯瞰全景太古里】春熙路&amp;太古里&amp;大慈寺&amp;ifs正上方/140平品质低奢三房,佳英,1,https://www.airbnb.com/rooms/22218301?location=Chengdu%2C+Sichuan%2C+China,10,98
True,5,2.0,30.64841373017639,59168243,2.0,1.0,爱装修、爱分享、爱旅行!,10,1.0,February 2016,100%,22573709,109,9,104.08393030241045,86,26,within an hour,[云曦-逸]太古里/地暖/投影/天际/景观/轻奢套二,Jane,1,https://www.airbnb.com/rooms/22573709?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,4.0,30.65242545300009,133186883,1.0,1.0,"hi,我是可儿,很高兴大家的光临:)我的房子一共有4套,分别是:「美少女Q家」、「果教授的气球房」、「橙妈妈家」、「Love波波池」。
如果您喜欢我们这个大家庭并且来到我的家,我们给您准备了一份“颜值超高”的【神秘大礼物】哦~ 还有哦别担心,住在家里的您我会送上我自己手写的【必玩必吃必去】~【旅游宝典】~送给大家 “成都带不走的只有你……(^^)” 最后如果您入住的时间刚好是您或者您朋友的生日或者纪念日等,我们可提供精心准备的【party房间布置】是免费的哦~ (只需要您提前好时间以便我们做好准备哦)

",10,1.0,June 2017,100%,19757394,654,10,104.08612725460426,24,68,within an hour,「ins橙妈妈家」成都春熙路/九眼桥/熊猫基地/青城山/楼下吃小龙坎火锅#星空套房#新年吉祥¥156,可儿,1,https://www.airbnb.com/rooms/19757394?location=Chengdu%2C+Sichuan%2C+China,10,97
False,5,6.0,30.650277896097975,158905964,3.0,1.0,"主修建筑学辅修金融,最爱的长篇小说是源泉,所以我的名字来源于女主Dominica。被誉为海上建筑师的男主Roark为女主设计了一座靠海的房子,我为你们也精心设计了遍布成都大街小巷的优选民宿。希望大家都能在入住后感受到“一生一世一双人,半醉半醒半浮生”的成都生活~",10,3.0,November 2017,100%,22606084,168,10,104.08602112209702,65,14,within an hour,【邂逅coco小姐】地铁2#东门大桥高奢跃层巨幕投影三居/太古里临博舍酒店/春熙路/天府广场/ifs,Dominica,1,https://www.airbnb.com/rooms/22606084?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,6.0,30.65569608174537,135804146,3.0,2.0,,10,3.0,June 2017,100%,22296520,118,10,104.08672761761265,68,43,within an hour,【太古里之邻】大慈寺/太古里/IFS/春熙路/天府广场/双地铁口/150平超大奢华套三,丽梅,1,https://www.airbnb.com/rooms/22296520?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,10.0,30.64992175730287,111449567,4.0,2.0,我挺没什么追求的。,9,5.0,January 2017,100%,20508496,621,10,104.08588881198706,58,55,within an hour,"春熙路168m²江景影院四卧套房,紧邻地铁,市中心太古里。#发票",小哲,1,https://www.airbnb.com/rooms/20508496?location=Chengdu%2C+Sichuan%2C+China,10,95
False,5,2.0,30.653386977584862,147005208,1.0,1.0,到处走走,10,1.0,August 2017,,20632760,232,10,104.07196958545302,26,22,,【温馨浪漫小窝】屋外花园/春熙路/天府广场/盐市口/双地铁太古里/武侯祠/锦里/宽窄巷子/熊猫基地,周,1,https://www.airbnb.com/rooms/20632760?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,2.0,30.65413766295678,83871898,1.0,1.0,,10,1.0,July 2016,100%,14022664,6814,10,104.08584316795434,76,21,within an hour,"藝净- 复古花,太古里旁高层花园电影套房",藝,1,https://www.airbnb.com/rooms/14022664?location=Chengdu%2C+Sichuan%2C+China,10,100
True,5,6.0,30.63924386113133,23566741,3.0,2.0,"我叫May,旅游及瑜伽爱好者,每天打理自己的生意,照顾小孩和练瑜伽。自从开始做bnb,觉得好玩又新奇,认识五湖四海朋友的感觉真奇妙,随时联系我问询成都逛吃逛吃的生活吧,乐意认识你们!
My name is May。I love music, travel and Yoga. Chengdu is a wonderful place having lots of interests: Panda House, Width Alley etc.  I am the lucky person to be born here and enjoy the daily life of taking care of family business and my child. It is excellent to meet friends over the world, so don't hesitate to contact me for travel tips in Chengdu! You will experience the authentic Chengdu life from here!",10,3.0,November 2014,100%,20125438,375,10,104.09372348638468,65,32,within an hour,【Fusion#4】悦融居三室无敌河景豪宅特价钜惠九眼桥|廊桥|兰桂坊|春熙路,May,1,https://www.airbnb.com/rooms/20125438?location=Chengdu%2C+Sichuan%2C+China,10,96
True,5,4.0,30.614626292805834,33649029,1.0,1.0,"阴差阳错进入了旅游行业,从传统旅游到智慧旅游,一晃也10年了。做为一个四川土著,深深的了解我的家乡,作为一个从业者,我更懂得游客的需求。现在当了妈,深知带娃出门不易。希望我的家能给带小朋友出门的家庭提供更方便的服务。",10,2.0,May 2015,100%,20355479,596,10,104.0714746484972,31,20,within an hour,「骨折价」【归巢·悠然假期】桐梓林/春熙路/机场/省体育馆/小酒馆/地铁口阳光小院,Maple,1,https://www.airbnb.com/rooms/20355479?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,10.0,30.647600328901948,108334306,3.0,2.0,"地地道道的成都人。00年去重庆大学读过四年书,05年去澳大利亚悉尼读书和生活了七年半,13年回国在杭州享受了1年多的西湖美景和美女,14年在自己开的小店里欣赏了2年的大理的风花雪月,16年最后还是安定到生我养我的天府之国。爱生活,爱旅行,爱运动,爱交友,爱一切美好的事物。真心希望可以和远道而来的你交朋友。",10,4.0,December 2016,100%,18608124,979,10,104.07897370402986,80,23,within an hour,120平超宽敞年轻时尚装修公寓 步行春熙路.太古里.九眼桥.宽窄巷子,Randy,1,https://www.airbnb.com/rooms/18608124?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,2.0,30.654870422778572,158905964,1.0,1.0,"主修建筑学辅修金融,最爱的长篇小说是源泉,所以我的名字来源于女主Dominica。被誉为海上建筑师的男主Roark为女主设计了一座靠海的房子,我为你们也精心设计了遍布成都大街小巷的优选民宿。希望大家都能在入住后感受到“一生一世一双人,半醉半醒半浮生”的成都生活~",10,1.0,November 2017,100%,22413592,114,10,104.05167697317782,31,14,within an hour,【萤火之森】❤新房特惠/地铁2#人民公园站一居/宽窄巷子/奎星楼美食街/锦里/武侯祠,Dominica,1,https://www.airbnb.com/rooms/22413592?location=Chengdu%2C+Sichuan%2C+China,10,97
False,5,4.0,30.648015211503402,73718517,2.0,1.0,,10,2.0,May 2016,,22596419,187,10,104.09054476706858,44,15,,【海之影】❤️ 新房特惠/地铁2#东门大桥站河景两居/太古里背后/春熙路/IFS/市中心,小双,1,https://www.airbnb.com/rooms/22596419?location=Chengdu%2C+Sichuan%2C+China,10,96
False,5,4.0,30.6472692311947,149464291,1.0,1.0,"民宿不是酒店,是把我的家分享给你。还没有见面的你,带着一颗在成都有我这个朋友的心情过来吧。我出差去到你的城市,有时间就小聚一下吧。",10,1.0,September 2017,100%,21518572,107,10,104.05598982855163,32,25,within an hour,"【河边独立套房】近武侯祠、锦里、华西医院,太古里车程十分钟",升全,1,https://www.airbnb.com/rooms/21518572?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,9.0,30.653458387830714,66672296,4.0,2.0,一个热爱旅行的摄影爱好者.,10,6.0,April 2016,100%,21818642,403,10,104.0478403540489,128,24,within an hour,【宿一宿SuYiXiu】近宽窄巷子锦里武侯祠/古朴禅意loft/接机,Aaron,1,https://www.airbnb.com/rooms/21818642?location=Chengdu%2C+Sichuan%2C+China,10,100
False,5,6.0,30.654835250678108,156854488,3.0,2.0,,10,3.0,October 2017,,22218301,374,10,104.08486623503734,210,32,,【俯瞰全景太古里】春熙路&amp;太古里&amp;大慈寺&amp;ifs正上方/140平品质低奢三房,佳英,1,https://www.airbnb.com/rooms/22218301?location=Chengdu%2C+Sichuan%2C+China,10,98
False,5,8.0,30.646786327826835,115248488,3.0,2.0,"喜欢摄影,时尚,看演出话剧。",10,4.0,February 2017,100%,22384619,232,10,104.08057562476885,80,15,within an hour,超大三房/春熙路/太古里IFS/锦里/武侯祠/宽窄巷子/九眼桥,Johanna,1,https://www.airbnb.com/rooms/22384619?location=Chengdu%2C+Sichuan%2C+China,10,98
