host_super,room_score,room_guest_num,room_lag,host_id,room_bedroom_num,room_bathroom_num,host_info,room_value_rating,room_bed_num,host_member_since,host_response_rate,room_hosting_id,room_saved_to_wishlist_count,room_location,room_lng,room_price,room_amenity_num,host_response_time,room_title,host_name,room_home_tier,room_url,room_communication,room_guest_satisfaction_overall
False,4.5,2.0,30.65235952560679,134162862,1.0,1.0,,9,1.0,June 2017,100%,20177015,509,10,104.08723664772032,44,13,within an hour,新房特惠 太古里、IFS、春熙路、兰桂坊、大慈寺 纹身工作室主理人的家【百舍.暮光】,媛媛,1,https://www.airbnb.com/rooms/20177015?location=Chengdu%2C%20Sichuan%2C%20China,10,93
False,,4.0,30.64699897013294,168536601,2.0,1.0,"我是个全职妈妈,热爱生活,喜欢画画,也喜欢不着边际的思考,喜欢佛学,美食等等",,2.0,January 2018,,22826251,16,,104.07995869816054,60,15,,[成都云殊民宿]春熙路太古里宽窄锦里天府广场九眼桥兰桂坊space手绘北欧muji风旅行大套二度假房,徐,1,https://www.airbnb.com/rooms/22826251?location=Chengdu%2C%20Sichuan%2C%20China,,
False,5,4.0,30.650648677060182,160299109,2.0,1.0,,10,2.0,November 2017,,21045230,217,10,104.08542841942565,50,21,,A [成都故事.雅庐]地铁口/春熙路/太古里/天府广场/武侯祠/锦里/宽窄巷子/盐市口/,刘亚清,1,https://www.airbnb.com/rooms/21045230?location=Chengdu%2C%20Sichuan%2C%20China,10,98
False,5,2.0,30.64220396292729,112247881,1.0,1.0,"房东腿腿是一个东北男孩,一个毕业于成都电子科技大学的篮球运动员,刚刚毕业就就职于国内某大型公司宣传部,当时迷茫的他并不知道这份全国各地到处飞的工作会开启他人生新的篇章。
  腿腿从小就全国各地训练比赛打球,工作又四处奔波,住过的酒店比回家的次数还要多,他太想结束这样居无定所的生活,偶然下载了朋友推荐的airbnb App,再次出差他选择了民宿,房东的热情,屋内的环境,贴心的城市攻略,所有的细节都让他枯燥的工作出差变成了旅行,不再匆忙赶路也不再风雨兼程。
  回到成都,他想让别人也能感受到这样的温暖,他决定了,要自己做民宿,把自己的需求变成更多人的方便。
这间民宿是腿腿的第一间民宿,位于合江亭,就在府南河边,楼下800米是新南门地铁口,距宽窄巷子等成都市内知名景点都是一站地铁,出门右边是九眼桥酒吧街,左边步行1千米是春熙路太古里,河对面就是兰桂坊,楼下有腿腿觉得味道胜过小龙坎的炊二哥火锅,各种特色餐馆应有尽有。
我们都在各自的世界里历经沧桑、风雨兼程,各钟原因来到成都,可以在人来人往的街区走一走看一看,也可以在这间闹中取静的民宿中停一停歇一歇,在这里,看尽的是曾经途过的往事如烟,看不尽的是每个当下成都独有的繁华万千。 
   希望能有个机会,让腿腿将老成都最美的夜景搬进你的眼睛。
这间民宿名为《静居》,因它属成都一环最繁华喧闹的街区,有一句话说:“你在桥上看风景,看风景的人在看你”而你就是那个看风景的人,廊桥很美,府南河很美,你也很美。
  腿腿采用全景落地钢化玻璃,在你将河景一览无余的同时,也保障了您的安全,休息区与风景区隔开,不会因为外面的喧嚣打扰到那您的休息,屋内采用的装饰基本来自于宜家,日用品采用无印良品,将性价比与舒适性融合平衡,出行我们配备了成都各大景点路线图,地铁公交汽车等多种选择,吃货也不要担心,成都大街小巷哪家的东西好吃经济实惠腿腿都知道,《静居》主要理念是舒适、居家、温暖、方便、时尚。
我们在成都,你来,这里会是你到过的温柔,你走,这里会是你去过的街口,岁月里若真那么多蜿蜒,又何必讲再见,总之光阴似箭,我在这里等你出现。",10,1.0,January 2017,100%,19096321,820,10,104.08415750406017,22,24,within an hour,&amp;最美成都&amp;徒步/兰桂坊 /太古里/最美河景房,Adonis,1,https://www.airbnb.com/rooms/19096321?location=Chengdu%2C%20Sichuan%2C%20China,10,95
False,,4.0,30.64491192987015,163559490,2.0,1.0,"有朋自远方来,不亦乐乎。我热情好客,随和大方。",10,2.0,December 2017,100%,22501903,58,10,104.0787905902964,31,21,within an hour,"(色@香蓉城)地处市中心,府南河边。/春熙路/太古里/兰桂坊/步行范围内地中海风情感受不一样的成都",王晓波,1,https://www.airbnb.com/rooms/22501903?location=Chengdu%2C%20Sichuan%2C%20China,10,100
False,5,6.0,30.650401273674127,147018709,3.0,1.0,爱旅行爱生活,10,3.0,August 2017,,20681836,668,10,104.08004107494966,39,34,,A【可开发票Colorful 漫之旅】天府广场/春熙路/锦江宾馆/地铁旁,胡,1,https://www.airbnb.com/rooms/20681836?location=Chengdu%2C%20Sichuan%2C%20China,10,98
False,5,2.0,30.67585663979577,114903533,2.0,1.0,"hi,我是房东amy。欢迎来到熊猫之都!希望我能为你的旅途带来小小的惊喜。",10,2.0,February 2017,100%,21930602,40,10,104.08613537386906,32,19,within an hour,邻靠春熙路、ifs、太古里/地铁站/轻工业风单间/文艺又嬉皮、慵懒又温馨,Amy,1,https://www.airbnb.com/rooms/21930602?location=Chengdu%2C%20Sichuan%2C%20China,10,100
False,5,6.0,30.64651537203797,122371128,2.0,1.0,"
房东介绍:房东是两位铁杆儿闺蜜。一个是资深室内设计师,一个是自由主义崇尚者。两人都爱好旅行、美食和一切新鲜有趣儿的东西。在多次旅行入住民宿和精品酒店之后,希望把一次次难忘的入住体验无限延长,并把美好的回忆分享给大家。于是有了【猪尾巴儿和鸭脚板儿】当然,作为本地的小伙伴,有任何需要都可以找我们哟!",10,3.0,March 2017,100%,22478757,119,10,104.0821483692939,63,45,within an hour,【猪尾巴&amp;鸭脚板】新房上线特惠 ＼超火ins风 ＼步行到太古里 ＼IFS春熙路 ＼兰桂坊 ＼双地铁,微,1,https://www.airbnb.com/rooms/22478757?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,6.0,30.65872586443229,125773814,3.0,1.0,"hello~我是花花,是一个很大大咧咧的女孩子,喜欢旅游喜欢吃,也喜欢运动,爱一切美好的事物。我用心设计房间的每一个细节,只是希望你在这座陌生的城市里能感受到家的温暖和美好,希望我的热情能温暖你,也希望我的热晚能让你的成都之行更美妙难忘。热晚 — 我在成都等你。",10,3.0,April 2017,100%,20513777,796,10,104.09341750640259,88,20,within an hour,【热晚·黑白简约5米挑高超大loft】太古里/100寸超大坚果投影仪/步行太古里/IFS/春熙路/,花花,1,https://www.airbnb.com/rooms/20513777?location=Chengdu%2C%20Sichuan%2C%20China,10,99
True,5,2.0,30.651391610333302,100321339,1.0,1.0,我是 洋洋CD 自己做旅行社的  喜欢到各地去旅游 也热爱设计 和几个朋友有个工作室 把自己的设计灵感 融入民宿之中 希望大家喜欢 ,10,1.0,October 2016,100%,21778192,607,10,104.08546010697009,41,49,within an hour,【EP·灰粉系列3】pink 阳台房(太古里店)楼下就是太古里/春熙路/IFS,洋洋cd,1,https://www.airbnb.com/rooms/21778192?location=Chengdu%2C%20Sichuan%2C%20China,10,96
False,5,4.0,30.64504278820594,103824812,2.0,1.0,"旅行,因为听到了内心的澎湃激荡。
喜欢旅行,也同样喜欢认识旅行中的你……",10,2.0,November 2016,100%,17205787,51,10,104.08042051609831,47,28,within an hour,曦小姐的现代简欧时尚精品套二公寓 春熙路/太古里/IFS/九眼桥,燕宏,1,https://www.airbnb.com/rooms/17205787?location=Chengdu%2C%20Sichuan%2C%20China,10,100
False,5,6.0,30.646130477852292,132769778,3.0,2.0,"我是来自中国四川成都的一位职业主持人,性格活泼开朗,也特别喜欢旅游,特别是自由行,很喜欢认识各种有趣的人,了解他们的一些趣事,所以期待在每一次的旅途中遇见有缘的你!",10,3.0,May 2017,,21155355,104,10,104.06512752193753,49,16,,A【绿色的家】武侯祠/锦里/西南名族大学/华西医院/四川大学/锦江宾馆/地铁,赖,1,https://www.airbnb.com/rooms/21155355?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,2.0,30.651994924278817,26934625,1.0,1.0,"致力于成为一个美好的人,希望参与关于美好的一切。喜欢家居、电影、音乐、旅行、鲁迅与安徒生、小王子等等等等。

希望我的房间能够为你的旅行增添真诚温暖的一笔,希望你是有趣的人。",10,1.0,January 2015,100%,20530669,182,10,104.08593467318309,37,34,within an hour,「豌豆」下楼就是春熙路太古里|无敌市中心双地铁|北欧黄铜小屋,半夏,1,https://www.airbnb.com/rooms/20530669?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,6.0,30.66022442392216,10919936,3.0,2.0,"大家好,我们是东家新民宿的运营者雨润和小黑,很高兴与你在旅途中相遇。

打造一个精品的、特别的、高品质的酒店是我们一直以来的梦想,所以我们创办了东家新民宿。我们的从装修、软装、配饰、电器都经过精心设计和挑选。包括床上用品、浴巾毛巾,全部选用了超5星级的标准。

雨润是互联网行业产品经理出身,现在是成都匹体科技的CEO,雨润虽然不是处女座,但对于自己的产品可以说是精细到每一个像素,可以说是非常较真。容不得一点瑕疵,这点在我们民宿上也有体现。

小黑也是成都匹体科技的创始人,热爱健身,准确说是酷爱健身。每天都要去健身,也喜欢和热爱运动的人交朋友。现在在全职负责民宿的运营~说不定你们能在旅途中与小黑见面。",10,3.0,December 2013,100%,16196857,620,10,104.07530972714459,122,27,within an hour,"观景台-东家新民宿 成都市中心超级景观豪宅,春熙路太古里|天府广场|地铁交汇,120平3卧可住6人",雨润,1,https://www.airbnb.com/rooms/16196857?location=Chengdu%2C%20Sichuan%2C%20China,10,99
False,,4.0,30.654150675699128,73050523,2.0,2.0,"一个被各种过敏困扰的猫控_(:з」)_
喜欢画画,烘焙,古筝,钢琴,英剧...喜欢的乐队是简单计划,还有霉霉也喜欢。最喜欢的食物是炸鸡,还有炸天炸地炸一切
作为房东我还没有什么经验,但是会尽最大努力解决小伙伴们的各种疑问,作为一个慢生活的爱好者,我旅游的时候喜欢放慢节奏,不一定去人最多的景点,反而喜欢去一些当地人觉得值得去的地方。
--------------------------------------------------------------------------------------
A big fan of cat have been implicated in allergies for few years._(:з」)_
Like painting,baking,instruments,tv shows.Favorite band is simple plan and TS is pretty well. Favorite food is fried chicken and fired everything.
I would love to slowdown while traveling, and visit somewhere worth to go for myself instade of somewhere popular.
",,2.0,May 2016,100%,18926778,36,,104.08523779181681,37,18,within an hour,【市中心经济选择】-月升-俯瞰太古里夜景/春熙路/IFS/地铁,Anna,1,https://www.airbnb.com/rooms/18926778?location=Chengdu%2C%20Sichuan%2C%20China,,
False,5,4.0,30.65240530916868,164588539,1.0,1.0,"热情洋溢是我的最大特点,好交朋友是我最喜欢的事情,阳光开朗是我的写照。亦动亦静,没事沏一杯清茶,听听音乐,可以一个人享受宁静,也喜欢结交朋友一起分享快乐时光!",10,2.0,December 2017,100%,22743062,39,10,104.0859448317809,44,23,within an hour,【feeling】位于春熙路太古里/IFS购物美食商圈/地铁二、三号线/温馨知性北欧风格艺术公寓,Hong,1,https://www.airbnb.com/rooms/22743062?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,2.0,30.65008400632659,89454619,1.0,1.0,,10,1.0,August 2016,100%,21105708,258,10,104.08691740784246,32,18,within an hour,迎接新年【九月 Sep】楼下就是太古里/2、3号线双地铁/春熙路/九眼桥/复古风,林,1,https://www.airbnb.com/rooms/21105708?location=Chengdu%2C%20Sichuan%2C%20China,10,96
False,4.5,4.0,30.64524159574844,108651363,2.0,2.0,"人海茫茫,期待与你相遇。Welcome to my house~",10,2.0,December 2016,100%,21119949,947,9,104.07554687702498,55,33,within an hour,A【滴水丹屏】春熙路IFS/太古里&amp;地铁旁/九眼桥^醉美江景-双卫&amp;舒适浴缸,Jerry,1,https://www.airbnb.com/rooms/21119949?location=Chengdu%2C%20Sichuan%2C%20China,10,94
True,5,2.0,30.647062035501797,105204266,1.0,1.0,,10,2.0,November 2016,100%,18857162,489,10,104.082515821096,29,20,within an hour,【观南】整套出租公寓-春熙路、太古里、兰桂坊和地铁站近在咫尺(步行5min可到达)闹中取静北欧风小屋,Liu,1,https://www.airbnb.com/rooms/18857162?location=Chengdu%2C%20Sichuan%2C%20China,10,99
False,,6.0,30.6526432561458,162234988,3.0,1.0,摄影师兼职设计师,,3.0,December 2017,100%,22734962,101,,104.07896807464233,90,15,within an hour,【成都文殊艺墅】春熙路太古里昆仑宽窄巷子锦里九眼桥跃三层旅游度假房,洋,1,https://www.airbnb.com/rooms/22734962?location=Chengdu%2C%20Sichuan%2C%20China,,
False,,4.0,30.64613897035174,119549597,2.0,1.5,"爆爆,成都土著。在这里出生长大,大学时想要体会不同的人文风情,去了上海华东师大学习自己选择的“旅游管理”,继续走,去了奥兰多的迪斯尼工作,回到川大“旅游管理”读研,再继续,去500强讨生活,离开,继续走在迈阿密、曼谷、釜山、首尔、吉隆坡……有一天,想起了高考填写志愿的那一个刹那,初心,仍在原处,或许“民宿”可以安放。
爆姐骨子里是一个文艺女生。小时候学手风琴十余年,读本科时学JAZZ直跳到舞蹈教师,于是现在,她说她是成都民宿圈里最能喝酒的舞蹈老师。
奇特的是爆姐方向感极强,认识成都的大街小巷,万水千山,云遮雾罩。有人说爆姐的民宿不像民宿,是的,它不fancy,不网红,不INS,但更多的细微早已融入爆爆的热爱和柔软,轻松与自在。“家”是这几间民宿最显著的标签。
爆爆认为,旅行,是一种状态,而【穿阅……】,则是这种状态的日记本。",,2.0,March 2017,100%,22736793,32,,104.07864436209603,53,9,within an hour,穿阅锦江畔【季风】春熙路/新南门/近地铁/跃层双卧室套房,爆爆,1,https://www.airbnb.com/rooms/22736793?location=Chengdu%2C%20Sichuan%2C%20China,,
False,5,2.0,30.649211587941252,102281558,1.0,1.0,"热爱生活,尊重生命,喜欢帮助别人,也希望每一个人都可以融洽相处。将就一个“和”字",10,1.0,November 2016,100%,15936932,2817,10,104.08355521854338,34,26,within an hour,"春熙路*太古里*IFS,近武侯祠*宽窄巷子, 双地铁城景二人空间整租",James,1,https://www.airbnb.com/rooms/15936932?location=Chengdu%2C%20Sichuan%2C%20China,10,96
True,,5.0,30.64202971862351,137466292,2.0,1.0,"我喜欢和我哥哥游泳 打网球 旅游  喜欢最热门的电影 喜欢范冰冰 爱吃各种水果 好听的音乐都爱!
我是一个超级可爱的房东,对我家的客人也是各种满足。 我家风格又欧美 、田园、小清新、和各种主题的房间哦。 完美的您入住我漂亮的小家!就是我们友谊的桥梁哦!",10,3.0,June 2017,100%,22180594,140,10,104.0902913228239,69,21,within an hour,【JBNB】九眼桥/榻榻米日式/极米100寸高清投影房/太古里8分钟/二号线5分钟/楼下海底捞旗舰店,罗,1,https://www.airbnb.com/rooms/22180594?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,2.0,30.650829996883193,23517696,1.0,1.0,"Hi 我是Vanessa,很高兴认识你们!
欢迎来到我的民宿 我是个土生土长的成都人,热爱旅行的我曾在各个国家住过民宿,感受到了满满的热情。同时我也希望有一天能将成都的这份情怀带给每一个来入住的朋友们~我的VX:cyl950207",10,1.0,November 2014,100%,20755556,183,10,104.08514895251474,37,33,within an hour,【VANESSA'S HOME】楼下就是春熙路太古里/双地铁购物美食商圈/家庭影院/北欧风情房,Vanessa,1,https://www.airbnb.com/rooms/20755556?location=Chengdu%2C%20Sichuan%2C%20China,10,99
True,,3.0,30.656015716000987,147515562,1.0,1.0,"你好,房东是一名资深的家庭主妇(/笑,房屋平时由房东自己收拾打扫,网上与房客沟通呢,则由房东她那帅气热情可爱善良的在上大学的儿子来负责,没错也就是我(/doge。如果您对房源周边交通路线不熟悉,或是想要在这里好好玩耍一番却“无处下手”,我们都会有精心制作的吃喝行攻略提供,虽不权威,但却都是亲历所录喔。希望来到成都的房客们都能耍得安逸,吃的巴适,住得舒适(/撒花。",8,2.0,August 2017,100%,22856503,121,10,104.07773381955899,39,11,within an hour,「几何」楼下春熙路太古里/市中心双地铁/家庭影院,李二姐,1,https://www.airbnb.com/rooms/22856503?location=Chengdu%2C%20Sichuan%2C%20China,9,80
False,5,2.0,30.651349534011327,97733121,1.0,1.0,"爱旅游的人
",10,1.0,October 2016,100%,21318973,221,10,104.08501565471222,37,15,within an hour,"【小熊民宿】贰,太古里/春熙路/兰桂坊/自带节奏吊床/浴缸/电影房",Berry,1,https://www.airbnb.com/rooms/21318973?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,2.0,30.651066253532907,65873270,1.0,1.0,热爱旅行的女生,10,1.0,April 2016,100%,14751489,991,10,104.08039054135267,34,17,within an hour,《Our Time2#》楼下即太古里/春熙路商圈/地铁口2号线,Wen Zhu,1,https://www.airbnb.com/rooms/14751489?location=Chengdu%2C%20Sichuan%2C%20China,10,97
False,4.5,2.0,30.659642743769513,43058162,1.0,1.0,"Hi there;) 

I'm Bob, and I have spend my past 7 years in several different countries to pursue my higher education. Both me and my fiancee Summer had lots of wonderful time with Airbnb while travelling, eventually we decided to be hosts to in Chengdu &amp; Shanghai. To offer you lads some great experience here in China. 

Hope we could see each other soon, at your home or mine. ;)

hi,我是Bob。在过去的7年里面,我一直在海外求学。也是在这期间,我和我的未婚妻Summer也时常在旅游时使用Airbnb。Airbnb陪我们走过了15个城市,7个国家,三个大洲。现在我们决定也成为一名Host,来给你们带来最好的体验,不论是在成都还是上海。

希望可以更快的见到你们,不论是在我家,还是在你家. ;)",10,1.0,September 2015,99%,20807845,405,10,104.0811743285983,32,13,within an hour,Loft in the Heart of the City/Chunxi Rd.//Metro,Bob Yingbo,1,https://www.airbnb.com/rooms/20807845?location=Chengdu%2C%20Sichuan%2C%20China,10,93
False,5,4.0,30.647297227111515,43058162,2.0,1.0,"Hi there;) 

I'm Bob, and I have spend my past 7 years in several different countries to pursue my higher education. Both me and my fiancee Summer had lots of wonderful time with Airbnb while travelling, eventually we decided to be hosts to in Chengdu &amp; Shanghai. To offer you lads some great experience here in China. 

Hope we could see each other soon, at your home or mine. ;)

hi,我是Bob。在过去的7年里面,我一直在海外求学。也是在这期间,我和我的未婚妻Summer也时常在旅游时使用Airbnb。Airbnb陪我们走过了15个城市,7个国家,三个大洲。现在我们决定也成为一名Host,来给你们带来最好的体验,不论是在成都还是上海。

希望可以更快的见到你们,不论是在我家,还是在你家. ;)",10,2.0,September 2015,99%,18919043,454,10,104.08765747309323,73,29,within an hour,B&amp;S's Casa/Jiuyan Bridge/Chunxi Rd./Taikoo Li,Bob Yingbo,1,https://www.airbnb.com/rooms/18919043?location=Chengdu%2C%20Sichuan%2C%20China,10,99
False,,4.0,30.649700066843764,153446591,2.0,2.0,"聪明,可爱,开心果",10,2.0,October 2017,,22519760,261,10,104.08847582807692,49,21,,【南风知我意】❤️新房特惠/地铁2#东门大桥临博舍酒店两居/太古里/春熙路/IFS/地铁口/市中心,艾君,1,https://www.airbnb.com/rooms/22519760?location=Chengdu%2C%20Sichuan%2C%20China,10,100
False,5,8.0,30.642955994057143,165306597,4.0,3.0,"每个人的心里,总有一个清单,这些清单里写着许多美好,可是它们总是被这样那样的事情拖累,被推迟、被搁置。我想,如果囿于生活本身,那我们何不换一种方式,如果不能常常出行,那么就通过我们的小屋认识各地来的朋友,让你们来分享你们的家乡和去过的地方,希望我们能在这里成为好友,也希望你们在我们家有一个舒适的夜晚,并爱上成都这座城市。",10,4.0,January 2018,100%,22572717,40,10,104.0604334844934,130,44,within an hour,【暖暖·时光里】武侯祠/锦里/宽窄巷子/地铁1号线/春熙路/太古里IFS,伍,1,https://www.airbnb.com/rooms/22572717?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,5,8.0,30.651416388258465,32258031,3.0,1.0,"喜欢旅行,电影,音乐。",10,3.0,April 2015,100%,20807206,324,10,104.08311002541477,58,16,within an hour,【MyWoods】距离太古里仅20米的记忆老宅,坤,1,https://www.airbnb.com/rooms/20807206?location=Chengdu%2C%20Sichuan%2C%20China,10,100
True,,4.0,30.648164927954284,52376627,2.0,1.0,,,2.0,December 2015,100%,22268558,63,,104.08504512978013,115,20,within an hour,时尚白金双卧套房H/太古里Taikoo li/兰桂坊 Lan Kwai Fong/春熙路Chunxi,TFsuites,1,https://www.airbnb.com/rooms/22268558?location=Chengdu%2C%20Sichuan%2C%20China,,
True,5,3.0,30.650235615134793,24693317,1.0,1.0,"平生所愿行万里路,吃天下美食。爱生活和艺术,本专业雕塑,副业文身。希望我们能成为朋友,也希望您的旅途漫长,充满奇迹和发现。",10,1.0,December 2014,100%,21103197,703,10,104.08496457689621,39,41,within an hour,Klein blue|楼下就是太古里/春熙路商圈黄金地段/双地铁艺术套房电梯公寓,Lynn,1,https://www.airbnb.com/rooms/21103197?location=Chengdu%2C%20Sichuan%2C%20China,10,98
False,5,4.0,30.646588051129115,40552414,1.0,1.0,,10,2.0,August 2015,100%,20565428,327,10,104.08199057572266,34,35,within an hour,【普樂宿公寓·壹号馆】猫咪森林★市中心 太古里 交通便利 酒吧街 美食街,Nicole,1,https://www.airbnb.com/rooms/20565428?location=Chengdu%2C%20Sichuan%2C%20China,10,98
False,5,4.0,30.64674803012452,129805463,2.0,2.0,一个每天忙得像狗一样的90后叔叔。,10,2.0,May 2017,100%,20003752,139,10,104.07961800420998,60,24,within an hour,【物语彩绘】九眼桥/春熙路loft跃层两居室大床房-诗与胡说,柯宇,1,https://www.airbnb.com/rooms/20003752?location=Chengdu%2C%20Sichuan%2C%20China,10,96
True,5,2.0,30.651445760045725,61388019,1.0,1.0,,10,1.0,March 2016,100%,21154147,112,10,104.08646205565867,58,10,within an hour,sushuo - apartment close to Chunxi road,Sophie,1,https://www.airbnb.com/rooms/21154147?location=Chengdu%2C%20Sichuan%2C%20China,10,100
False,,2.0,30.652313946689883,168066535,1.0,1.0,"HERE设计生活民宿
目前拥有厦门店 上海店 成都店 福州店
我们有自己有设计工作室,每套房子都经过精心设计 ,在不同的城市不同的地方 打造不同的创意旅居,让旅程更美好。
微博@HERE设计生活民宿",,1.0,January 2018,100%,22755444,139,,104.08234971906462,39,15,within an hour,Room莫默 春熙路/楼下即太古里商圈/100寸家庭影院投影/北欧风设计,成都店,1,https://www.airbnb.com/rooms/22755444?location=Chengdu%2C%20Sichuan%2C%20China,,
True,5,2.0,30.646521283565505,81019198,1.0,1.0,,10,1.0,July 2016,100%,22253737,112,10,104.08286209557363,28,15,within an hour,【快耍慢活】(卧室有空调电热毯)春熙路太古里格调一居室,尚,1,https://www.airbnb.com/rooms/22253737?location=Chengdu%2C%20Sichuan%2C%20China,10,95
False,4.5,2.0,30.650805944027507,109840855,1.0,1.0,,10,1.0,January 2017,100%,19189777,387,10,104.08708839358323,30,15,within an hour,「裁光」市中心/地铁口/步行至太古里春熙路,小满,1,https://www.airbnb.com/rooms/19189777?location=Chengdu%2C%20Sichuan%2C%20China,10,93
True,5,4.0,30.64945818178446,108783473,2.0,2.0,"宅女就是我,喜欢看书,听音乐,追求舒适自在的生活!",9,2.0,December 2016,100%,16087526,365,10,104.07656996764743,57,23,within an hour,【美食巷子】近春熙路/太古里/IFS/红星路四段/地铁,谢,1,https://www.airbnb.com/rooms/16087526?location=Chengdu%2C%20Sichuan%2C%20China,10,95
